date,stablecoin,price,peg_value,market_cap,volume,jurisdiction,reserve_type,compliance_status,peg_currency,btc_volatility,eth_volatility,usd_short_rate,dxy,vix,volume_source
2024-02-22,EURC,1.0800000063198594,1.0820403099060059,47849167.0,,EU,fiat_reserve,regulated,EUR,0.008992782391312239,0.01860570538301796,0.052329998016357425,103.95999908447266,14.539999961853027,missing
2024-02-23,EURC,1.0829999896911082,1.0825674533843994,47484832.0,,EU,fiat_reserve,regulated,EUR,0.009171507626861128,0.020101646630638247,0.05239999771118164,103.94000244140625,13.75,missing
2024-02-24,EURC,1.080999983497223,1.0825674533843994,47424987.0,,EU,fiat_reserve,regulated,EUR,0.011509846778379216,0.02030877047419763,0.05239999771118164,103.94000244140625,13.75,missing
2024-02-25,EURC,1.084000001458809,1.0825674533843994,47556602.0,,EU,fiat_reserve,regulated,EUR,0.010943956336268882,0.021753072797525995,0.05239999771118164,103.94000244140625,13.75,missing
2024-02-26,EURC,1.0859999830345777,1.0820051431655884,47625339.0,,EU,fiat_reserve,regulated,EUR,0.02303030174298589,0.021661568741709186,0.0525,103.83000183105469,13.739999771118164,missing
2024-02-27,EURC,1.091000017605879,1.0850930213928223,47343505.0,,EU,fiat_reserve,regulated,EUR,0.02747946162888569,0.021389928799975328,0.05244999885559082,103.83000183105469,13.430000305175781,missing
2024-02-28,EURC,1.097000018140466,1.084481120109558,47652360.0,,EU,fiat_reserve,regulated,EUR,0.03929221494787068,0.021238474194356358,0.05239999771118164,103.9800033569336,13.84000015258789,missing
2024-02-29,EURC,1.0860000103207181,1.0838816165924072,47140906.0,,EU,fiat_reserve,regulated,EUR,0.04116106596346079,0.023630355590570896,0.052230000495910645,104.16000366210938,13.399999618530273,missing
2024-03-01,EURC,1.0830000080003728,1.0804970264434814,46025356.0,,EU,fiat_reserve,regulated,EUR,0.03799490329439207,0.018437877393838373,0.052150001525878904,103.86000061035156,13.109999656677246,missing
2024-03-02,EURC,1.0899999901306834,1.0804970264434814,46386190.0,,EU,fiat_reserve,regulated,EUR,0.04036254420935821,0.021110806718569818,0.052150001525878904,103.86000061035156,13.109999656677246,missing
2024-03-03,EURC,1.0879999966162344,1.0804970264434814,46301078.0,,EU,fiat_reserve,regulated,EUR,0.039233273103860995,0.01910419697369201,0.052150001525878904,103.86000061035156,13.109999656677246,missing
2024-03-04,EURC,1.0910000016020176,1.084269404411316,45628089.0,,EU,fiat_reserve,regulated,EUR,0.04330773721651791,0.021056224609223864,0.052230000495910645,103.83000183105469,13.489999771118164,missing
2024-03-05,EURC,1.0910000057290115,1.0855170488357544,45132917.0,,EU,fiat_reserve,regulated,EUR,0.056576007872500556,0.025896652399161935,0.052249999046325685,103.80000305175781,14.460000038146973,missing
2024-03-06,EURC,1.0889999934352876,1.0855995416641235,44291811.0,,EU,fiat_reserve,regulated,EUR,0.04663019892049944,0.033398929310031945,0.052300000190734865,103.37000274658203,14.5,missing
2024-03-07,EURC,1.0960000162067074,1.089953899383545,44903878.0,,EU,fiat_reserve,regulated,EUR,0.0447358556692055,0.03069028339541175,0.052280001640319824,102.81999969482422,14.4399995803833,missing
2024-03-08,EURC,1.0980000018553357,1.0950144529342651,44977306.0,,EU,fiat_reserve,regulated,EUR,0.04474184733745407,0.031173794450302796,0.052280001640319824,102.73999786376953,14.739999771118164,missing
2024-03-09,EURC,1.0989999958060674,1.0950144529342651,45071779.0,,EU,fiat_reserve,regulated,EUR,0.044163156937194054,0.03021729327759117,0.052280001640319824,102.73999786376953,14.739999771118164,missing
2024-03-10,EURC,1.1000000170670918,1.0950144529342651,45116064.0,,EU,fiat_reserve,regulated,EUR,0.04421864443628264,0.0320783851805144,0.052280001640319824,102.73999786376953,14.739999771118164,missing
2024-03-11,EURC,1.0880000011756794,1.0942955017089844,44420270.0,,EU,fiat_reserve,regulated,EUR,0.03623697138576537,0.033176403981953435,0.05239999771118164,102.87000274658203,15.220000267028809,missing
2024-03-12,EURC,1.0900000058675168,1.093135118484497,44584449.0,,EU,fiat_reserve,regulated,EUR,0.018881782902649857,0.03325275133548882,0.05239999771118164,102.95999908447266,13.84000015258789,missing
2024-03-13,EURC,1.091999996582473,1.0927767753601074,44734102.0,,EU,fiat_reserve,regulated,EUR,0.01713735494601183,0.021462366007665035,0.052379999160766605,102.79000091552734,13.75,missing
2024-03-14,EURC,1.0930000055660252,1.0955302715301514,44772345.0,,EU,fiat_reserve,regulated,EUR,0.022340528443575345,0.025327095221081543,0.052379999160766605,103.36000061035156,14.399999618530273,missing
2024-03-15,EURC,1.0900000120342148,1.0883406400680542,44381791.0,,EU,fiat_reserve,regulated,EUR,0.025613630594460736,0.02906813172413475,0.052379999160766605,103.43000030517578,14.40999984741211,missing
