filename,url,status,characters
FSB_recommendations.txt,https://www.fsb.org/2023/07/high-level-recommendations-for-the-regulation-supervision-and-oversight-of-global-stablecoin-arrangements-final-report/,ok,10159
CPMI_IOSCO_pfmi_stablecoin.txt,https://www.bis.org/press/p220713.htm,ok,4802
US_genius_act.txt,https://www.congress.gov/119/plaws/publ27/PLAW-119publ27.htm,ok,138032
EU_mica_eba.txt,https://www.eba.europa.eu/regulation-and-policy/asset-referenced-and-e-money-tokens-mica,ok,12950
HK_stablecoin_ordinance.txt,https://www.hkma.gov.hk/eng/news-and-media/press-releases/2025/07/20250729-4/,ok,11358
HK_first_stablecoin_licences.txt,https://www.hkma.gov.hk/eng/news-and-media/press-releases/2026/04/20260410-4/,ok,11104
SG_mas_stablecoin_framework.txt,https://www.mas.gov.sg/news/media-releases/2023/mas-finalises-stablecoin-regulatory-framework,ok,11969
JP_payment_services_act.txt,https://www.japaneselawtranslation.go.jp/en/laws/view/4477/en,ok,343395
