accuracy,precision,recall,f1,auc,threshold,tp,fp,tn,fn,model,target,train_rows,test_rows,positive_rate_train,positive_rate_test,feature_set,depeg_threshold
0.8914689550731953,0.5252525252525253,0.8851063829787233,0.659270998415214,0.9621505690819137,0.11223439520188899,208,188,1558,27,logistic_market_only_threshold_0.005,next_day_depeg_0_005,6435,1981,0.10271950271950273,0.11862695608278648,market_only,0.005
0.8369510348308935,0.41911764705882354,0.9702127659574468,0.5853658536585367,0.961068460432356,0.20735283759347695,228,316,1430,7,logistic_market_plus_regulation_threshold_0.005,next_day_depeg_0_005,6435,1981,0.10271950271950273,0.11862695608278648,market_plus_regulation,0.005
0.7758707723372035,0.22782608695652173,1.0,0.3711048158640226,0.9872168351557664,0.03273657866096565,131,444,1406,0,logistic_market_only_threshold_0.01,next_day_depeg_0_01,6435,1981,0.029681429681429682,0.06612821807168097,market_only,0.01
0.696113074204947,0.17871759890859482,1.0,0.30324074074074076,0.9845306375077367,0.05047478452575346,131,602,1248,0,logistic_market_plus_regulation_threshold_0.01,next_day_depeg_0_01,6435,1981,0.029681429681429682,0.06612821807168097,market_plus_regulation,0.01
0.9056032306915699,0.30996309963099633,1.0,0.47323943661971835,0.9978349273288651,0.011621117057454496,84,187,1710,0,logistic_market_only_threshold_0.02,next_day_depeg_0_02,6435,1981,0.004351204351204351,0.04240282685512368,market_only,0.02
0.9066128218071681,0.31226765799256506,1.0,0.4759206798866855,0.9977784471722269,0.012724952463625481,84,185,1712,0,logistic_market_plus_regulation_threshold_0.02,next_day_depeg_0_02,6435,1981,0.004351204351204351,0.04240282685512368,market_plus_regulation,0.02
